address
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': [], 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310000', 'street': [], 'number': [], 'location': '121.473701,31.230416', 'level': '省'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云汉路977弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.807020,30.910605', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云莲路398弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.505776,31.178674', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云莲路95弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.505519,31.183480', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云山路1045弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.574635,31.248197', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云山路|1375', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': '云山路', 'number': '1375', 'location': '121.576341,31.243803', 'level': '门牌号'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云山路1395弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.576235,31.245032', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云台路1000弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.510435,31.154609', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云台路183弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.503865,31.178476', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云台路453弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.506540,31.171726', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区云雅路395弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.678714,31.242234', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市奉贤区运河路|269号', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '奉贤区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310120', 'street': '运河路', 'number': '269号', 'location': '121.759867,31.047647', 'level': '门牌号'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区运通路728弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.702232,31.202940', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区运盐河路', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.715792,31.182407', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市嘉定区36弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '嘉定区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310114', 'street': [], 'number': [], 'location': '121.283066,31.341112', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路1029弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.586028,31.248858', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路210弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.571018,31.256854', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路399弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.578251,31.255775', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路500弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.573587,31.252321', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路552弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.577888,31.250906', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路810弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.580383,31.248782', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路853弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.582239,31.250088', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区枣庄路998弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.583595,31.248108', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张东路2281弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.637090,31.201005', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张家浜路37弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.516789,31.215463', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张江路775弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.618565,31.202820', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路4555弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.583886,31.333958', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路512弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.589721,31.264841', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路555弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.586138,31.268382', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路558弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.588377,31.268359', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路5848弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.574166,31.348283', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨北路588弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.588557,31.267154', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路1050弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.530562,31.230755', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路|1318', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': '张杨路', 'number': '1318', 'location': '121.531659,31.231675', 'level': '门牌号'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路|1328号', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': '张杨路', 'number': '1328号', 'location': '121.532355,31.231812', 'level': '门牌号'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路1662弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.545104,31.235661', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路3083弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.570243,31.250115', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路310弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.513359,31.224876', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区张杨路628弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.520167,31.227960', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区赵高公路968弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.630743,31.310414', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区赵桥村', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.647410,31.291338', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区浙桥路|208', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': '浙桥路', 'number': '208', 'location': '121.601134,31.251962', 'level': '门牌号'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区振兴东路12弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.496089,31.162315', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市金山区镇南村', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '金山区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310116', 'street': [], 'number': [], 'location': '121.407814,30.788669', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中大街108弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.577730,31.117442', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区陈家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.565209,31.176723', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区复兴队', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.571720,31.187785', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区复兴队', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.571720,31.187785', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区苏家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.570671,31.184798', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区黄家队黄家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.573025,31.185266', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区孔家圈', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.574122,31.183573', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区季家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.570951,31.190182', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区林家队林家湾', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.571324,31.182700', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市金山区陆家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '金山区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310116', 'street': [], 'number': [], 'location': '121.426399,30.810405', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市嘉定区秦家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '嘉定区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310114', 'street': [], 'number': [], 'location': '121.307842,31.467579', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区队姚家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.576896,31.183855', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区苏家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.570671,31.184798', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中界庙', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.570200,31.184000', 'level': '兴趣点'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区蔡家宅', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.798289,31.078007', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中科路2500弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.633552,31.189462', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中科路2635弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.636706,31.190385', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中科路2660弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.636925,31.189649', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中林街131弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.500685,31.138475', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区中圩村', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.752530,31.156458', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区众安村', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.652972,30.994828', 'level': '村庄'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区众安路879弄', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.657588,31.029271', 'level': '道路'}]}"
"{'status': '1', 'info': 'OK', 'infocode': '10000', 'count': '1', 'geocodes': [{'formatted_address': '上海市浦东新区周埠村', 'country': '中国', 'province': '上海市', 'citycode': '021', 'city': '上海市', 'district': '浦东新区', 'township': [], 'neighborhood': {'name': [], 'type': []}, 'building': {'name': [], 'type': []}, 'adcode': '310115', 'street': [], 'number': [], 'location': '121.771250,30.996696', 'level': '村庄'}]}"
